Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1095	11.165	12.124	13.083	14.166	15.397	16.805	18.425	20.305	22.185
1096	11.164	12.123	13.082	14.165	15.397	16.804	18.425	20.305	22.185
1097	11.163	12.122	13.081	14.165	15.396	16.804	18.425	20.305	22.185
1098	11.162	12.121	13.080	14.164	15.395	16.803	18.424	20.305	22.185
1099	11.162	12.121	13.080	14.163	15.395	16.803	18.424	20.305	22.185
1100	11.161	12.120	13.079	14.163	15.394	16.803	18.424	20.305	22.186
1101	11.160	12.119	13.078	14.162	15.394	16.802	18.424	20.305	22.186
1102	11.159	12.118	13.077	14.161	15.393	16.802	18.423	20.305	22.186
1103	11.158	12.117	13.077	14.161	15.392	16.801	18.423	20.304	22.186
1104	11.157	12.117	13.076	14.160	15.392	16.801	18.423	20.305	22.186
1105	11.157	12.116	13.075	14.159	15.391	16.800	18.422	20.304	22.186
1106	11.156	12.115	13.075	14.159	15.391	16.800	18.422	20.304	22.187
1107	11.155	12.114	13.074	14.158	15.390	16.799	18.422	20.305	22.188
1108	11.154	12.113	13.073	14.157	15.390	16.799	18.422	20.305	22.188
1109	11.153	12.113	13.072	14.157	15.389	16.799	18.422	20.305	22.188
1110	11.152	12.112	13.071	14.156	15.388	16.798	18.421	20.305	22.188
1111	11.151	12.111	13.071	14.155	15.388	16.798	18.421	20.305	22.189
1112	11.151	12.110	13.070	14.155	15.387	16.797	18.421	20.305	22.189
1113	11.150	12.109	13.069	14.154	15.387	16.797	18.421	20.305	22.189
1114	11.149	12.109	13.069	14.153	15.386	16.796	18.420	20.305	22.189
1115	11.148	12.108	13.068	14.153	15.386	16.796	18.420	20.305	22.190
1116	11.147	12.107	13.067	14.152	15.385	16.796	18.420	20.306	22.191
1117	11.146	12.106	13.066	14.151	15.385	16.795	18.420	20.305	22.191
1118	11.145	12.105	13.065	14.151	15.384	16.795	18.420	20.305	22.191
1119	11.145	12.105	13.065	14.150	15.384	16.794	18.419	20.305	22.191
1120	11.144	12.104	13.064	14.149	15.383	16.794	18.419	20.305	22.192
1121	11.143	12.103	13.063	14.149	15.382	16.794	18.419	20.306	22.193
1122	11.142	12.102	13.062	14.148	15.382	16.793	18.419	20.306	22.193
1123	11.141	12.101	13.062	14.147	15.381	16.793	18.419	20.306	22.193
1124	11.140	12.101	13.061	14.147	15.381	16.793	18.419	20.306	22.194
1125	11.139	12.100	13.060	14.146	15.380	16.792	18.418	20.306	22.194
1126	11.138	12.099	13.059	14.145	15.380	16.792	18.419	20.307	22.195
1127	11.137	12.098	13.059	14.145	15.379	16.791	18.418	20.307	22.195
1128	11.137	12.097	13.058	14.144	15.379	16.791	18.418	20.307	22.195
1129	11.136	12.097	13.057	14.143	15.378	16.791	18.418	20.307	22.196
1130	11.135	12.096	13.056	14.143	15.378	16.790	18.418	20.307	22.197
1131	11.134	12.095	13.056	14.142	15.377	16.790	18.418	20.308	22.197
1132	11.133	12.094	13.055	14.141	15.376	16.790	18.418	20.307	22.197
1133	11.132	12.093	13.054	14.141	15.376	16.789	18.417	20.308	22.198
1134	11.131	12.092	13.053	14.140	15.375	16.789	18.418	20.308	22.199
1135	11.130	12.092	13.053	14.139	15.375	16.788	18.417	20.308	22.199
1136	11.130	12.091	13.052	14.139	15.374	16.788	18.417	20.308	22.199
1137	11.129	12.090	13.051	14.138	15.374	16.788	18.417	20.308	22.200
1138	11.128	12.089	13.050	14.137	15.373	16.788	18.417	20.309	22.201
1139	11.127	12.088	13.050	14.137	15.373	16.787	18.417	20.309	22.201
1140	11.126	12.088	13.049	14.136	15.372	16.787	18.417	20.309	22.202
1141	11.125	12.087	13.048	14.135	15.372	16.787	18.417	20.310	22.203
1142	11.124	12.086	13.047	14.135	15.371	16.786	18.417	20.310	22.203
1143	11.123	12.085	13.047	14.134	15.371	16.786	18.416	20.310	22.203
1144	11.122	12.084	13.046	14.133	15.370	16.786	18.417	20.311	22.205
1145	11.121	12.083	13.045	14.133	15.370	16.785	18.416	20.311	22.205
1146	11.121	12.083	13.044	14.132	15.369	16.785	18.416	20.311	22.205
1147	11.120	12.082	13.044	14.131	15.369	16.785	18.416	20.311	22.207
1148	11.119	12.081	13.043	14.131	15.368	16.784	18.416	20.311	22.207
1149	11.118	12.080	13.042	14.130	15.368	16.784	18.416	20.312	22.207
1150	11.117	12.079	13.041	14.129	15.367	16.784	18.416	20.312	22.208
1151	11.116	12.078	13.041	14.129	15.367	16.783	18.416	20.312	22.209
1152	11.115	12.078	13.040	14.128	15.366	16.783	18.416	20.312	22.209
1153	11.114	12.077	13.039	14.128	15.366	16.783	18.416	20.313	22.210
1154	11.113	12.076	13.038	14.127	15.365	16.782	18.416	20.313	22.211
1155	11.113	12.075	13.038	14.126	15.365	16.782	18.416	20.313	22.211
1156	11.112	12.074	13.037	14.126	15.364	16.782	18.416	20.314	22.212
1157	11.111	12.074	13.036	14.125	15.364	16.781	18.416	20.314	22.213
1158	11.110	12.073	13.035	14.124	15.363	16.781	18.416	20.315	22.214
1159	11.109	12.072	13.035	14.124	15.363	16.781	18.416	20.315	22.214
1160	11.108	12.071	13.034	14.123	15.362	16.781	18.416	20.316	22.215
1161	11.107	12.070	13.033	14.122	15.362	16.780	18.416	20.316	22.216
1162	11.106	12.069	13.032	14.122	15.361	16.780	18.415	20.316	22.216
1163	11.105	12.068	13.032	14.121	15.361	16.780	18.416	20.317	22.217
1164	11.104	12.068	13.031	14.121	15.360	16.779	18.416	20.317	22.218
1165	11.103	12.067	13.030	14.120	15.360	16.779	18.416	20.318	22.219
1166	11.103	12.066	13.029	14.119	15.359	16.779	18.416	20.318	22.219
1167	11.101	12.065	13.029	14.119	15.359	16.779	18.416	20.318	22.221
1168	11.101	12.064	13.028	14.118	15.358	16.778	18.416	20.318	22.221
1169	11.099	12.063	13.027	14.117	15.358	16.778	18.416	20.319	22.222
1170	11.099	12.063	13.026	14.117	15.357	16.778	18.416	20.319	22.223
1171	11.098	12.062	13.026	14.116	15.357	16.777	18.416	20.319	22.223
1172	11.097	12.061	13.025	14.115	15.356	16.777	18.416	20.320	22.224
1173	11.096	12.060	13.024	14.115	15.356	16.777	18.416	20.320	22.225
1174	11.095	12.059	13.023	14.114	15.355	16.777	18.416	20.321	22.226
1175	11.094	12.058	13.023	14.114	15.355	16.776	18.416	20.321	22.227
1176	11.093	12.057	13.022	14.113	15.354	16.776	18.416	20.322	22.228
1177	11.092	12.057	13.021	14.112	15.354	16.776	18.416	20.322	22.228
1178	11.091	12.056	13.020	14.112	15.354	16.776	18.416	20.323	22.230
1179	11.091	12.055	13.020	14.111	15.353	16.775	18.416	20.323	22.230
1180	11.089	12.054	13.019	14.110	15.352	16.775	18.416	20.324	22.231
1181	11.088	12.053	13.018	14.110	15.352	16.775	18.417	20.325	22.233
1182	11.088	12.052	13.017	14.109	15.352	16.775	18.416	20.325	22.233
1183	11.086	12.051	13.016	14.108	15.351	16.775	18.417	20.325	22.234
1184	11.086	12.051	13.016	14.108	15.351	16.774	18.416	20.326	22.235
1185	11.085	12.050	13.015	14.107	15.350	16.774	18.417	20.326	22.236
1186	11.084	12.049	13.014	14.107	15.350	16.774	18.417	20.326	22.236
1187	11.083	12.048	13.013	14.106	15.349	16.774	18.417	20.327	22.238
1188	11.082	12.047	13.013	14.105	15.349	16.773	18.417	20.327	22.238
1189	11.081	12.046	13.012	14.105	15.348	16.773	18.417	20.328	22.240
1190	11.080	12.045	13.011	14.104	15.348	16.773	18.417	20.329	22.241
1191	11.079	12.045	13.011	14.103	15.348	16.773	18.417	20.329	22.241
1192	11.078	12.044	13.010	14.103	15.347	16.773	18.417	20.330	22.243
1193	11.077	12.043	13.009	14.102	15.346	16.772	18.417	20.330	22.243
1194	11.076	12.042	13.008	14.101	15.346	16.772	18.418	20.331	22.244
1195	11.075	12.041	13.007	14.101	15.346	16.772	18.417	20.331	22.245
1196	11.074	12.040	13.007	14.100	15.345	16.772	18.418	20.332	22.246
1197	11.073	12.040	13.006	14.100	15.345	16.772	18.418	20.333	22.248
1198	11.072	12.039	13.005	14.099	15.344	16.771	18.418	20.333	22.248
1199	11.071	12.038	13.004	14.098	15.344	16.771	18.418	20.334	22.249
1200	11.070	12.037	13.003	14.098	15.343	16.771	18.418	20.335	22.251
1201	11.070	12.036	13.003	14.097	15.343	16.771	18.418	20.335	22.251
1202	11.068	12.035	13.002	14.096	15.342	16.770	18.419	20.336	22.253
1203	11.068	12.035	13.001	14.096	15.342	16.770	18.418	20.336	22.253
1204	11.067	12.034	13.001	14.095	15.342	16.770	18.419	20.336	22.254
1205	11.066	12.033	13.000	14.095	15.341	16.770	18.419	20.337	22.256
1206	11.065	12.032	12.999	14.094	15.341	16.770	18.419	20.338	22.256
1207	11.064	12.031	12.998	14.093	15.340	16.769	18.419	20.338	22.258
1208	11.063	12.030	12.997	14.093	15.340	16.769	18.419	20.339	22.259
1209	11.062	12.029	12.997	14.092	15.340	16.769	18.419	20.339	22.259
1210	11.061	12.028	12.996	14.091	15.339	16.769	18.420	20.340	22.261
1211	11.060	12.027	12.995	14.091	15.339	16.769	18.420	20.341	22.262
1212	11.059	12.027	12.995	14.090	15.338	16.769	18.420	20.341	22.263
1213	11.058	12.026	12.994	14.090	15.338	16.768	18.420	20.342	22.264
1214	11.057	12.025	12.993	14.089	15.337	16.768	18.420	20.343	22.265
1215	11.056	12.024	12.992	14.088	15.337	16.768	18.420	20.343	22.266
1216	11.055	12.023	12.991	14.088	15.336	16.768	18.421	20.344	22.267
1217	11.054	12.022	12.991	14.087	15.336	16.768	18.421	20.345	22.269
1218	11.053	12.022	12.990	14.087	15.336	16.768	18.421	20.345	22.269
1219	11.052	12.021	12.989	14.086	15.335	16.767	18.421	20.346	22.271
1220	11.051	12.020	12.988	14.085	15.335	16.767	18.421	20.347	22.272
1221	11.050	12.019	12.987	14.085	15.334	16.767	18.422	20.348	22.273
1222	11.049	12.018	12.987	14.084	15.334	16.767	18.422	20.348	22.274
1223	11.048	12.017	12.986	14.083	15.334	16.767	18.422	20.349	22.275
1224	11.047	12.016	12.985	14.083	15.333	16.767	18.422	20.350	22.277
1225	11.046	12.016	12.985	14.082	15.333	16.766	18.422	20.350	22.277
1226	11.045	12.015	12.984	14.082	15.332	16.766	18.422	20.351	22.279
1227	11.044	12.014	12.983	14.081	15.332	16.766	18.423	20.351	22.280
1228	11.043	12.013	12.982	14.080	15.331	16.766	18.423	20.352	22.281
1229	11.043	12.012	12.982	14.080	15.331	16.766	18.423	20.353	22.282
1230	11.041	12.011	12.981	14.079	15.331	16.766	18.423	20.353	22.283
1231	11.040	12.010	12.980	14.078	15.330	16.766	18.424	20.354	22.285
1232	11.039	12.009	12.979	14.078	15.330	16.765	18.424	20.355	22.286
1233	11.039	12.009	12.979	14.077	15.329	16.765	18.424	20.355	22.287
1234	11.037	12.008	12.978	14.077	15.329	16.765	18.424	20.356	22.288
1235	11.036	12.007	12.977	14.076	15.328	16.765	18.425	20.357	22.290
1236	11.035	12.006	12.976	14.075	15.328	16.765	18.425	20.358	22.291
1237	11.035	12.005	12.976	14.075	15.328	16.765	18.425	20.358	22.291
1238	11.034	12.004	12.975	14.074	15.327	16.765	18.425	20.359	22.293
1239	11.033	12.003	12.974	14.074	15.327	16.765	18.426	20.360	22.294
1240	11.031	12.002	12.973	14.073	15.326	16.764	18.426	20.361	22.296
1241	11.030	12.001	12.972	14.072	15.326	16.764	18.426	20.362	22.297
1242	11.030	12.001	12.972	14.072	15.326	16.764	18.426	20.362	22.298
1243	11.029	12.000	12.971	14.071	15.325	16.764	18.426	20.363	22.299
1244	11.028	11.999	12.970	14.070	15.325	16.764	18.427	20.364	22.301
1245	11.026	11.998	12.969	14.070	15.324	16.764	18.427	20.365	22.302
1246	11.026	11.997	12.969	14.069	15.324	16.763	18.427	20.365	22.303
1247	11.025	11.996	12.968	14.069	15.324	16.763	18.427	20.366	22.304
1248	11.024	11.995	12.967	14.068	15.323	16.763	18.428	20.367	22.306
1249	11.023	11.994	12.966	14.068	15.323	16.763	18.428	20.368	22.307
1250	11.022	11.994	12.965	14.067	15.322	16.763	18.428	20.368	22.309
1251	11.020	11.993	12.965	14.066	15.322	16.763	18.429	20.369	22.310
1252	11.020	11.992	12.964	14.066	15.322	16.763	18.429	20.370	22.310
1253	11.019	11.991	12.963	14.065	15.321	16.763	18.429	20.370	22.312
1254	11.018	11.990	12.962	14.064	15.321	16.763	18.429	20.371	22.313
1255	11.017	11.989	12.962	14.064	15.320	16.763	18.430	20.372	22.315
1256	11.016	11.988	12.961	14.063	15.320	16.763	18.430	20.373	22.316
1257	11.015	11.988	12.960	14.063	15.320	16.762	18.430	20.373	22.317
1258	11.014	11.987	12.959	14.062	15.319	16.762	18.430	20.374	22.318
1259	11.013	11.986	12.959	14.061	15.319	16.762	18.431	20.375	22.320
1260	11.012	11.985	12.958	14.061	15.318	16.762	18.431	20.376	22.321
1261	11.011	11.984	12.957	14.060	15.318	16.762	18.431	20.377	22.323
1262	11.010	11.983	12.956	14.060	15.318	16.762	18.432	20.378	22.324
1263	11.009	11.982	12.955	14.059	15.317	16.762	18.432	20.379	22.326
1264	11.008	11.981	12.955	14.058	15.317	16.762	18.432	20.379	22.326
1265	11.007	11.980	12.954	14.058	15.317	16.762	18.432	20.380	22.328
1266	11.006	11.980	12.953	14.057	15.316	16.761	18.433	20.381	22.329
1267	11.005	11.979	12.953	14.057	15.316	16.761	18.433	20.382	22.331
1268	11.004	11.978	12.952	14.056	15.316	16.761	18.434	20.383	22.332
1269	11.003	11.977	12.951	14.055	15.315	16.761	18.434	20.384	22.334
1270	11.002	11.976	12.950	14.055	15.315	16.761	18.434	20.385	22.335
1271	11.001	11.975	12.950	14.054	15.314	16.761	18.434	20.385	22.336
1272	11.000	11.974	12.949	14.054	15.314	16.761	18.435	20.386	22.337
1273	10.999	11.973	12.948	14.053	15.314	16.761	18.435	20.387	22.339
1274	10.998	11.972	12.947	14.052	15.313	16.761	18.435	20.388	22.340
1275	10.997	11.972	12.946	14.052	15.313	16.761	18.436	20.389	22.342
1276	10.996	11.971	12.946	14.051	15.312	16.761	18.436	20.390	22.343
1277	10.995	11.970	12.945	14.051	15.312	16.761	18.436	20.391	22.345
1278	10.994	11.969	12.944	14.050	15.312	16.761	18.437	20.392	22.346
1279	10.993	11.968	12.944	14.050	15.311	16.760	18.437	20.392	22.347
1280	10.992	11.967	12.943	14.049	15.311	16.760	18.437	20.393	22.348
1281	10.991	11.966	12.942	14.048	15.311	16.760	18.437	20.394	22.350
1282	10.990	11.965	12.941	14.048	15.310	16.760	18.438	20.395	22.351
1283	10.989	11.965	12.940	14.047	15.310	16.760	18.438	20.396	22.353
1284	10.988	11.964	12.940	14.047	15.310	16.760	18.439	20.397	22.354
1285	10.987	11.963	12.939	14.046	15.309	16.760	18.439	20.397	22.356
1286	10.986	11.962	12.938	14.045	15.309	16.760	18.439	20.398	22.358
1287	10.985	11.961	12.937	14.045	15.308	16.760	18.440	20.399	22.359
1288	10.983	11.960	12.936	14.044	15.308	16.760	18.440	20.400	22.360
1289	10.983	11.959	12.936	14.044	15.308	16.760	18.440	20.401	22.361
1290	10.982	11.959	12.935	14.043	15.307	16.760	18.440	20.401	22.363
1291	10.981	11.958	12.934	14.042	15.307	16.760	18.441	20.403	22.364
1292	10.980	11.957	12.934	14.042	15.307	16.760	18.441	20.403	22.366
1293	10.979	11.956	12.933	14.041	15.306	16.760	18.442	20.404	22.367
1294	10.978	11.955	12.932	14.041	15.306	16.760	18.442	20.405	22.369
1295	10.977	11.954	12.931	14.040	15.306	16.759	18.442	20.406	22.370
1296	10.976	11.953	12.931	14.040	15.305	16.759	18.443	20.407	22.372
1297	10.975	11.952	12.930	14.039	15.305	16.759	18.443	20.408	22.373
1298	10.974	11.951	12.929	14.038	15.304	16.759	18.444	20.409	22.375
1299	10.973	11.950	12.928	14.038	15.304	16.759	18.444	20.410	22.376
1300	10.971	11.949	12.927	14.037	15.304	16.759	18.444	20.411	22.378
1301	10.970	11.949	12.927	14.037	15.303	16.759	18.445	20.412	22.380
1302	10.969	11.948	12.926	14.036	15.303	16.759	18.445	20.413	22.381
1303	10.969	11.947	12.925	14.035	15.303	16.759	18.445	20.413	22.382
1304	10.968	11.946	12.925	14.035	15.302	16.759	18.445	20.414	22.383
1305	10.967	11.945	12.924	14.034	15.302	16.759	18.446	20.415	22.385
1306	10.966	11.944	12.923	14.034	15.302	16.759	18.446	20.416	22.386
1307	10.965	11.944	12.922	14.033	15.301	16.759	18.447	20.417	22.388
1308	10.964	11.943	12.922	14.032	15.301	16.759	18.447	20.418	22.389
1309	10.963	11.942	12.921	14.032	15.301	16.759	18.448	20.419	22.391
1310	10.962	11.941	12.920	14.031	15.300	16.759	18.448	20.420	22.392
1311	10.961	11.940	12.919	14.031	15.300	16.759	18.448	20.421	22.394
1312	10.960	11.939	12.919	14.030	15.300	16.759	18.449	20.422	22.396
1313	10.959	11.938	12.918	14.030	15.299	16.759	18.449	20.423	22.397
1314	10.958	11.937	12.917	14.029	15.299	16.759	18.450	20.424	22.399
1315	10.957	11.936	12.916	14.028	15.298	16.759	18.450	20.425	22.400
1316	10.956	11.936	12.916	14.028	15.298	16.759	18.450	20.426	22.402
1317	10.954	11.935	12.915	14.027	15.298	16.759	18.451	20.427	22.403
1318	10.953	11.934	12.914	14.027	15.298	16.759	18.451	20.428	22.405
1319	10.952	11.933	12.913	14.026	15.297	16.759	18.452	20.429	22.407
1320	10.951	11.932	12.912	14.026	15.297	16.759	18.452	20.430	22.408
1321	10.950	11.931	12.912	14.025	15.296	16.759	18.452	20.431	22.410
1322	10.949	11.930	12.911	14.024	15.296	16.759	18.453	20.432	22.411
1323	10.948	11.929	12.910	14.024	15.296	16.759	18.453	20.433	22.413
1324	10.948	11.929	12.910	14.023	15.296	16.758	18.453	20.433	22.413
1325	10.947	11.928	12.909	14.023	15.295	16.758	18.454	20.434	22.415
1326	10.946	11.927	12.908	14.022	15.295	16.758	18.454	20.435	22.417
1327	10.945	11.926	12.907	14.022	15.294	16.758	18.455	20.436	22.418
1328	10.944	11.925	12.907	14.021	15.294	16.758	18.455	20.437	22.420
1329	10.943	11.924	12.906	14.021	15.294	16.758	18.455	20.438	22.421
1330	10.942	11.923	12.905	14.020	15.294	16.758	18.456	20.439	22.423
1331	10.941	11.923	12.904	14.019	15.293	16.758	18.456	20.440	22.425
1332	10.940	11.922	12.904	14.019	15.293	16.758	18.457	20.441	22.426
1333	10.939	11.921	12.903	14.018	15.292	16.758	18.457	20.442	22.428
1334	10.938	11.920	12.902	14.018	15.292	16.758	18.458	20.443	22.429
1335	10.937	11.919	12.902	14.017	15.292	16.758	18.458	20.444	22.431
1336	10.936	11.918	12.901	14.017	15.292	16.758	18.458	20.446	22.433
1337	10.935	11.917	12.900	14.016	15.291	16.758	18.459	20.447	22.434
1338	10.934	11.916	12.899	14.015	15.291	16.758	18.459	20.447	22.436
1339	10.933	11.916	12.899	14.015	15.291	16.758	18.460	20.449	22.437
1340	10.932	11.915	12.898	14.014	15.290	16.758	18.460	20.450	22.439
1341	10.931	11.914	12.897	14.014	15.290	16.758	18.461	20.451	22.441
1342	10.930	11.913	12.896	14.013	15.290	16.758	18.461	20.452	22.442
1343	10.929	11.912	12.896	14.013	15.289	16.758	18.462	20.453	22.444
1344	10.928	11.911	12.895	14.012	15.289	16.758	18.462	20.454	22.445
1345	10.927	11.910	12.894	14.012	15.289	16.758	18.462	20.455	22.447
1346	10.926	11.910	12.893	14.011	15.288	16.758	18.463	20.456	22.449
1347	10.925	11.909	12.893	14.010	15.288	16.758	18.463	20.457	22.450
1348	10.924	11.908	12.892	14.010	15.288	16.758	18.464	20.458	22.452
1349	10.923	11.907	12.891	14.009	15.288	16.758	18.464	20.459	22.454
1350	10.922	11.906	12.891	14.009	15.287	16.758	18.465	20.460	22.455
1351	10.921	11.905	12.890	14.008	15.287	16.759	18.465	20.461	22.457
1352	10.920	11.904	12.889	14.008	15.287	16.759	18.466	20.462	22.458
1353	10.919	11.904	12.888	14.007	15.286	16.759	18.466	20.463	22.460
1354	10.918	11.903	12.888	14.007	15.286	16.759	18.466	20.464	22.462
1355	10.917	11.902	12.887	14.006	15.286	16.759	18.467	20.465	22.463
1356	10.916	11.901	12.886	14.006	15.285	16.758	18.467	20.465	22.464
1357	10.915	11.900	12.886	14.005	15.285	16.758	18.467	20.467	22.466
1358	10.914	11.900	12.885	14.005	15.285	16.758	18.468	20.468	22.467
1359	10.913	11.899	12.884	14.004	15.284	16.759	18.468	20.469	22.469
1360	10.912	11.898	12.884	14.004	15.284	16.759	18.469	20.470	22.470
1361	10.911	11.897	12.883	14.003	15.284	16.759	18.469	20.471	22.472
1362	10.910	11.896	12.882	14.002	15.284	16.759	18.470	20.472	22.474
1363	10.909	11.895	12.881	14.002	15.283	16.759	18.470	20.473	22.475
1364	10.908	11.895	12.881	14.001	15.283	16.759	18.471	20.474	22.477
1365	10.907	11.894	12.880	14.001	15.283	16.759	18.471	20.475	22.479
1366	10.906	11.893	12.879	14.000	15.282	16.759	18.472	20.476	22.480
1367	10.905	11.892	12.879	14.000	15.282	16.759	18.472	20.477	22.482
1368	10.904	11.891	12.878	13.999	15.282	16.759	18.473	20.478	22.484
1369	10.903	11.890	12.877	13.999	15.282	16.759	18.473	20.479	22.485
1370	10.903	11.889	12.876	13.998	15.281	16.759	18.474	20.480	22.487
1371	10.902	11.889	12.876	13.998	15.281	16.759	18.474	20.481	22.489
1372	10.901	11.888	12.875	13.997	15.281	16.759	18.474	20.482	22.490
1373	10.900	11.887	12.874	13.997	15.280	16.759	18.475	20.483	22.492
1374	10.899	11.886	12.874	13.996	15.280	16.759	18.475	20.484	22.494
1375	10.898	11.885	12.873	13.996	15.280	16.759	18.476	20.486	22.495
1376	10.897	11.884	12.872	13.995	15.280	16.759	18.476	20.487	22.497
1377	10.896	11.884	12.871	13.995	15.279	16.759	18.477	20.488	22.499
1378	10.895	11.883	12.871	13.994	15.279	16.759	18.477	20.489	22.500
1379	10.894	11.882	12.870	13.994	15.279	16.759	18.478	20.490	22.502
1380	10.893	11.881	12.869	13.993	15.278	16.759	18.478	20.491	22.504
1381	10.892	11.881	12.869	13.993	15.278	16.759	18.478	20.491	22.504
1382	10.891	11.880	12.868	13.992	15.278	16.759	18.479	20.492	22.506
1383	10.890	11.879	12.868	13.992	15.278	16.759	18.479	20.494	22.508
1384	10.889	11.878	12.867	13.991	15.277	16.759	18.480	20.495	22.509
1385	10.888	11.877	12.866	13.991	15.277	16.759	18.480	20.496	22.511
1386	10.887	11.876	12.865	13.990	15.277	16.760	18.481	20.497	22.513
1387	10.886	11.876	12.865	13.990	15.277	16.760	18.481	20.498	22.514
1388	10.885	11.875	12.864	13.989	15.276	16.760	18.482	20.499	22.516
1389	10.885	11.874	12.863	13.989	15.276	16.760	18.483	20.500	22.518
1390	10.884	11.873	12.863	13.988	15.276	16.760	18.483	20.501	22.520
1391	10.883	11.872	12.862	13.987	15.276	16.760	18.483	20.502	22.521
1392	10.882	11.872	12.861	13.987	15.275	16.760	18.484	20.503	22.523
1393	10.881	11.871	12.861	13.986	15.275	16.760	18.484	20.505	22.525
1394	10.880	11.870	12.860	13.986	15.275	16.760	18.485	20.506	22.526
1395	10.879	11.869	12.859	13.986	15.274	16.760	18.486	20.507	22.528
1396	10.878	11.868	12.859	13.985	15.274	16.760	18.486	20.508	22.530
1397	10.877	11.867	12.858	13.985	15.274	16.760	18.487	20.509	22.531
1398	10.876	11.867	12.857	13.984	15.274	16.760	18.487	20.510	22.533
1399	10.875	11.866	12.857	13.984	15.274	16.760	18.488	20.511	22.535
1400	10.874	11.865	12.856	13.983	15.273	16.760	18.488	20.512	22.535
1401	10.874	11.864	12.855	13.983	15.273	16.760	18.488	20.513	22.537
1402	10.873	11.864	12.855	13.982	15.273	16.760	18.489	20.514	22.539
1403	10.872	11.863	12.854	13.982	15.272	16.761	18.489	20.515	22.541
1404	10.871	11.862	12.853	13.981	15.272	16.761	18.490	20.516	22.542
1405	10.870	11.861	12.853	13.981	15.272	16.761	18.490	20.517	22.544
1406	10.869	11.860	12.852	13.980	15.272	16.761	18.491	20.518	22.546
1407	10.868	11.860	12.851	13.980	15.272	16.761	18.491	20.519	22.548
1408	10.867	11.859	12.851	13.979	15.271	16.761	18.492	20.521	22.549
1409	10.866	11.858	12.850	13.979	15.271	16.761	18.492	20.522	22.551
1410	10.865	11.857	12.849	13.978	15.271	16.761	18.493	20.523	22.553
1411	10.864	11.856	12.849	13.978	15.270	16.761	18.493	20.524	22.554
1412	10.863	11.856	12.848	13.977	15.270	16.761	18.494	20.525	22.556
1413	10.862	11.855	12.847	13.977	15.270	16.761	18.495	20.526	22.558
1414	10.861	11.854	12.847	13.976	15.270	16.761	18.495	20.527	22.560
1415	10.860	11.853	12.846	13.976	15.270	16.762	18.496	20.529	22.561
1416	10.860	11.853	12.846	13.976	15.269	16.762	18.496	20.529	22.562
1417	10.859	11.852	12.845	13.975	15.269	16.762	18.496	20.530	22.564
1418	10.858	11.851	12.844	13.975	15.269	16.762	18.497	20.531	22.566
1419	10.857	11.850	12.844	13.974	15.269	16.762	18.497	20.532	22.567
1420	10.856	11.850	12.843	13.974	15.268	16.762	18.498	20.534	22.569
1421	10.855	11.849	12.842	13.973	15.268	16.762	18.498	20.535	22.571
1422	10.854	11.848	12.842	13.973	15.268	16.762	18.499	20.536	22.573
1423	10.853	11.847	12.841	13.972	15.268	16.762	18.500	20.537	22.575
1424	10.852	11.846	12.840	13.972	15.268	16.762	18.500	20.538	22.576
1425	10.851	11.846	12.840	13.971	15.267	16.762	18.501	20.539	22.578
1426	10.851	11.845	12.839	13.971	15.267	16.763	18.501	20.541	22.580
1427	10.850	11.844	12.838	13.970	15.267	16.763	18.502	20.542	22.582
1428	10.849	11.843	12.838	13.970	15.267	16.763	18.502	20.543	22.583
1429	10.848	11.843	12.837	13.969	15.266	16.763	18.503	20.544	22.585
1430	10.847	11.842	12.836	13.969	15.266	16.763	18.504	20.545	22.587
1431	10.846	11.841	12.836	13.969	15.266	16.763	18.504	20.546	22.588
1432	10.845	11.840	12.835	13.968	15.266	16.763	18.504	20.547	22.589
1433	10.845	11.840	12.835	13.968	15.266	16.763	18.505	20.548	22.591
1434	10.844	11.839	12.834	13.967	15.265	16.763	18.505	20.549	22.593
1435	10.843	11.838	12.834	13.967	15.265	16.763	18.506	20.550	22.595
1436	10.842	11.837	12.833	13.966	15.265	16.764	18.507	20.552	22.597
1437	10.841	11.837	12.832	13.966	15.265	16.764	18.507	20.553	22.598
1438	10.840	11.836	12.832	13.965	15.265	16.764	18.508	20.554	22.600
1439	10.839	11.835	12.831	13.965	15.264	16.764	18.508	20.555	22.602
1440	10.838	11.834	12.830	13.965	15.264	16.764	18.509	20.556	22.604
1441	10.837	11.834	12.830	13.964	15.264	16.764	18.510	20.558	22.606
1442	10.836	11.833	12.829	13.964	15.264	16.764	18.510	20.559	22.607
1443	10.835	11.832	12.828	13.963	15.264	16.765	18.511	20.560	22.609
1444	10.835	11.831	12.828	13.963	15.263	16.765	18.511	20.561	22.611
1445	10.834	11.830	12.827	13.962	15.263	16.765	18.512	20.562	22.613
1446	10.833	11.830	12.827	13.962	15.263	16.765	18.512	20.563	22.613
1447	10.832	11.829	12.826	13.962	15.263	16.765	18.513	20.564	22.615
1448	10.831	11.828	12.826	13.961	15.263	16.765	18.513	20.565	22.617
1449	10.830	11.828	12.825	13.961	15.262	16.765	18.514	20.566	22.619
1450	10.830	11.827	12.824	13.960	15.262	16.765	18.514	20.568	22.621
1451	10.829	11.826	12.824	13.960	15.262	16.765	18.515	20.569	22.622
