Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1034	11.512	12.470	13.428	14.488	15.662	16.967	18.422	20.050	21.677
1035	11.511	12.469	13.428	14.487	15.661	16.966	18.421	20.048	21.675
1036	11.510	12.468	13.426	14.486	15.660	16.965	18.420	20.047	21.674
1037	11.509	12.467	13.425	14.485	15.659	16.964	18.419	20.045	21.672
1038	11.507	12.466	13.424	14.483	15.658	16.963	18.418	20.044	21.671
1039	11.506	12.465	13.423	14.482	15.657	16.962	18.416	20.042	21.669
1040	11.505	12.463	13.422	14.481	15.656	16.961	18.415	20.041	21.667
1041	11.504	12.462	13.421	14.480	15.655	16.960	18.414	20.040	21.666
1042	11.502	12.461	13.420	14.479	15.654	16.958	18.413	20.039	21.664
1043	11.501	12.460	13.419	14.478	15.652	16.957	18.412	20.037	21.663
1044	11.500	12.459	13.417	14.477	15.651	16.956	18.411	20.036	21.661
1045	11.498	12.457	13.416	14.476	15.650	16.955	18.410	20.035	21.660
1046	11.497	12.456	13.415	14.475	15.649	16.954	18.408	20.033	21.658
1047	11.496	12.455	13.414	14.474	15.648	16.953	18.407	20.032	21.657
1048	11.495	12.454	13.413	14.473	15.647	16.952	18.406	20.031	21.655
1049	11.494	12.453	13.412	14.472	15.646	16.951	18.405	20.030	21.654
1050	11.493	12.452	13.411	14.471	15.645	16.950	18.404	20.028	21.652
1051	11.491	12.450	13.409	14.470	15.644	16.949	18.403	20.027	21.651
1052	11.490	12.449	13.409	14.469	15.643	16.948	18.401	20.025	21.649
1053	11.489	12.448	13.407	14.468	15.642	16.947	18.400	20.024	21.648
1054	11.488	12.447	13.406	14.466	15.641	16.946	18.399	20.023	21.646
1055	11.486	12.446	13.405	14.465	15.640	16.945	18.398	20.022	21.645
1056	11.485	12.445	13.404	14.464	15.639	16.944	18.397	20.020	21.643
1057	11.484	12.443	13.403	14.463	15.638	16.943	18.396	20.019	21.642
1058	11.482	12.442	13.402	14.462	15.637	16.942	18.395	20.018	21.641
1059	11.481	12.441	13.401	14.461	15.636	16.941	18.393	20.016	21.639
1060	11.480	12.440	13.400	14.460	15.635	16.940	18.393	20.016	21.639
1061	11.479	12.439	13.399	14.459	15.634	16.938	18.391	20.014	21.637
1062	11.478	12.437	13.397	14.458	15.633	16.937	18.390	20.013	21.636
1063	11.477	12.437	13.396	14.457	15.632	16.936	18.389	20.011	21.634
1064	11.475	12.435	13.395	14.456	15.631	16.935	18.388	20.010	21.633
1065	11.474	12.434	13.394	14.455	15.630	16.934	18.387	20.009	21.631
1066	11.473	12.433	13.393	14.454	15.629	16.933	18.386	20.008	21.630
1067	11.471	12.432	13.392	14.453	15.628	16.932	18.385	20.007	21.629
1068	11.470	12.431	13.391	14.452	15.627	16.931	18.384	20.005	21.627
1069	11.469	12.429	13.390	14.451	15.626	16.930	18.383	20.004	21.626
1070	11.468	12.428	13.389	14.450	15.625	16.929	18.381	20.003	21.624
1071	11.467	12.427	13.388	14.449	15.624	16.928	18.380	20.002	21.623
1072	11.466	12.426	13.387	14.448	15.623	16.927	18.379	20.000	21.621
1073	11.464	12.425	13.385	14.447	15.622	16.926	18.378	19.999	21.620
1074	11.463	12.424	13.385	14.446	15.621	16.925	18.377	19.998	21.618
1075	11.462	12.423	13.383	14.445	15.620	16.924	18.376	19.997	21.618
1076	11.460	12.421	13.382	14.443	15.618	16.923	18.375	19.996	21.616
1077	11.459	12.420	13.381	14.442	15.618	16.922	18.374	19.994	21.615
1078	11.458	12.419	13.380	14.441	15.616	16.921	18.373	19.993	21.614
1079	11.457	12.418	13.379	14.440	15.616	16.920	18.371	19.992	21.612
1080	11.456	12.417	13.378	14.439	15.614	16.919	18.371	19.991	21.611
1081	11.455	12.416	13.377	14.438	15.614	16.918	18.369	19.989	21.609
1082	11.453	12.415	13.376	14.437	15.612	16.917	18.368	19.988	21.608
1083	11.452	12.413	13.375	14.436	15.612	16.916	18.368	19.987	21.607
1084	11.451	12.412	13.374	14.435	15.610	16.915	18.366	19.986	21.606
1085	11.450	12.411	13.373	14.434	15.610	16.914	18.365	19.985	21.605
1086	11.449	12.410	13.372	14.433	15.608	16.913	18.364	19.984	21.603
1087	11.448	12.409	13.370	14.432	15.608	16.912	18.363	19.983	21.602
1088	11.447	12.408	13.370	14.431	15.606	16.911	18.362	19.981	21.600
1089	11.445	12.407	13.368	14.430	15.606	16.910	18.361	19.980	21.599
1090	11.444	12.406	13.367	14.429	15.604	16.909	18.360	19.979	21.599
1091	11.443	12.405	13.366	14.428	15.604	16.908	18.359	19.978	21.597
1092	11.442	12.403	13.365	14.427	15.602	16.907	18.358	19.977	21.596
1093	11.441	12.402	13.364	14.426	15.602	16.906	18.357	19.975	21.594
1094	11.439	12.401	13.363	14.425	15.600	16.905	18.356	19.975	21.593
1095	11.438	12.400	13.362	14.424	15.600	16.904	18.355	19.974	21.592
1096	11.437	12.399	13.361	14.423	15.599	16.903	18.354	19.972	21.591
1097	11.436	12.398	13.360	14.422	15.598	16.902	18.353	19.971	21.590
1098	11.435	12.397	13.359	14.421	15.597	16.901	18.352	19.970	21.588
1099	11.433	12.396	13.358	14.420	15.596	16.900	18.351	19.969	21.587
1100	11.432	12.394	13.357	14.419	15.595	16.899	18.350	19.968	21.586
1101	11.431	12.393	13.356	14.418	15.594	16.898	18.349	19.967	21.585
1102	11.430	12.392	13.354	14.417	15.593	16.897	18.348	19.966	21.584
1103	11.429	12.391	13.354	14.416	15.592	16.896	18.347	19.964	21.582
1104	11.428	12.390	13.352	14.415	15.591	16.895	18.346	19.964	21.581
1105	11.427	12.389	13.352	14.414	15.590	16.894	18.344	19.962	21.580
1106	11.425	12.388	13.350	14.413	15.589	16.893	18.344	19.961	21.579
1107	11.424	12.387	13.349	14.412	15.588	16.892	18.343	19.960	21.578
1108	11.423	12.386	13.348	14.411	15.587	16.891	18.342	19.959	21.576
1109	11.422	12.385	13.347	14.410	15.586	16.890	18.341	19.958	21.576
1110	11.421	12.383	13.346	14.409	15.585	16.889	18.340	19.957	21.575
1111	11.420	12.383	13.345	14.408	15.584	16.888	18.339	19.956	21.573
1112	11.418	12.381	13.344	14.407	15.583	16.887	18.338	19.955	21.572
1113	11.418	12.380	13.343	14.406	15.582	16.886	18.336	19.954	21.571
1114	11.416	12.379	13.342	14.405	15.581	16.885	18.336	19.953	21.570
1115	11.415	12.378	13.341	14.404	15.580	16.884	18.335	19.952	21.569
1116	11.414	12.377	13.340	14.403	15.579	16.883	18.334	19.951	21.568
1117	11.413	12.376	13.339	14.402	15.578	16.882	18.333	19.950	21.567
1118	11.412	12.375	13.338	14.401	15.577	16.881	18.332	19.948	21.565
1119	11.411	12.374	13.337	14.400	15.576	16.880	18.331	19.948	21.564
1120	11.409	12.373	13.336	14.399	15.575	16.880	18.330	19.947	21.564
1121	11.409	12.372	13.335	14.398	15.574	16.879	18.329	19.945	21.562
1122	11.407	12.371	13.334	14.397	15.573	16.878	18.328	19.945	21.561
1123	11.406	12.369	13.333	14.396	15.572	16.877	18.327	19.944	21.561
1124	11.405	12.369	13.332	14.395	15.571	16.876	18.326	19.942	21.559
1125	11.404	12.367	13.331	14.394	15.570	16.875	18.325	19.942	21.558
1126	11.403	12.366	13.330	14.393	15.570	16.874	18.324	19.940	21.557
1127	11.402	12.365	13.329	14.392	15.568	16.873	18.323	19.940	21.556
1128	11.401	12.364	13.328	14.391	15.568	16.872	18.322	19.939	21.555
1129	11.400	12.363	13.327	14.390	15.567	16.871	18.321	19.937	21.554
1130	11.398	12.362	13.326	14.389	15.566	16.870	18.320	19.937	21.553
1131	11.397	12.361	13.325	14.388	15.565	16.869	18.320	19.936	21.552
1132	11.396	12.360	13.324	14.387	15.564	16.868	18.318	19.935	21.551
1133	11.395	12.359	13.323	14.386	15.563	16.867	18.318	19.934	21.550
1134	11.394	12.358	13.322	14.385	15.562	16.866	18.316	19.932	21.548
1135	11.393	12.357	13.321	14.384	15.561	16.865	18.316	19.932	21.548
1136	11.392	12.356	13.320	14.383	15.560	16.865	18.315	19.931	21.547
1137	11.391	12.355	13.319	14.382	15.559	16.864	18.314	19.930	21.546
1138	11.390	12.354	13.318	14.381	15.558	16.863	18.313	19.929	21.545
1139	11.388	12.352	13.317	14.380	15.557	16.862	18.312	19.928	21.544
1140	11.388	12.352	13.316	14.380	15.556	16.861	18.311	19.927	21.543
1141	11.386	12.350	13.315	14.379	15.555	16.860	18.310	19.926	21.542
1142	11.385	12.349	13.314	14.378	15.554	16.859	18.309	19.925	21.542
1143	11.384	12.349	13.313	14.377	15.554	16.858	18.308	19.924	21.540
1144	11.383	12.347	13.312	14.376	15.552	16.857	18.307	19.923	21.539
1145	11.382	12.346	13.310	14.375	15.552	16.856	18.307	19.923	21.539
1146	11.381	12.345	13.310	14.374	15.551	16.855	18.306	19.921	21.537
1147	11.380	12.344	13.309	14.373	15.550	16.855	18.305	19.921	21.537
1148	11.379	12.343	13.308	14.372	15.549	16.854	18.304	19.920	21.536
1149	11.378	12.342	13.307	14.371	15.548	16.853	18.303	19.919	21.535
1150	11.377	12.341	13.306	14.370	15.547	16.852	18.302	19.918	21.534
1151	11.376	12.340	13.305	14.369	15.546	16.851	18.301	19.917	21.533
1152	11.375	12.339	13.304	14.368	15.545	16.850	18.300	19.916	21.532
1153	11.374	12.338	13.303	14.367	15.544	16.849	18.300	19.915	21.531
1154	11.373	12.337	13.302	14.366	15.543	16.848	18.298	19.914	21.530
1155	11.372	12.336	13.301	14.365	15.542	16.847	18.298	19.914	21.529
1156	11.370	12.335	13.300	14.364	15.542	16.847	18.297	19.913	21.529
1157	11.370	12.334	13.299	14.363	15.541	16.846	18.296	19.912	21.527
1158	11.368	12.333	13.298	14.362	15.540	16.845	18.295	19.911	21.527
1159	11.367	12.332	13.297	14.361	15.539	16.844	18.294	19.910	21.526
1160	11.366	12.331	13.296	14.360	15.538	16.843	18.294	19.910	21.526
1161	11.365	12.330	13.295	14.360	15.537	16.842	18.293	19.908	21.524
1162	11.364	12.329	13.294	14.359	15.536	16.841	18.292	19.908	21.524
1163	11.363	12.328	13.293	14.358	15.535	16.841	18.291	19.907	21.523
1164	11.362	12.327	13.292	14.357	15.534	16.840	18.290	19.906	21.522
1165	11.361	12.326	13.291	14.356	15.533	16.839	18.289	19.905	21.521
1166	11.360	12.325	13.290	14.355	15.532	16.838	18.289	19.905	21.521
1167	11.359	12.324	13.289	14.354	15.532	16.837	18.287	19.903	21.519
1168	11.358	12.323	13.288	14.353	15.531	16.836	18.287	19.903	21.519
1169	11.357	12.322	13.287	14.352	15.530	16.835	18.286	19.902	21.518
1170	11.356	12.321	13.286	14.351	15.529	16.834	18.285	19.901	21.517
1171	11.355	12.320	13.285	14.350	15.528	16.834	18.284	19.900	21.517
1172	11.354	12.319	13.284	14.349	15.527	16.833	18.284	19.900	21.516
1173	11.353	12.318	13.283	14.348	15.526	16.832	18.283	19.899	21.515
1174	11.352	12.317	13.282	14.348	15.525	16.831	18.282	19.898	21.514
1175	11.351	12.316	13.281	14.347	15.524	16.830	18.281	19.897	21.514
1176	11.350	12.315	13.281	14.346	15.524	16.829	18.280	19.896	21.512
1177	11.349	12.314	13.280	14.345	15.523	16.829	18.279	19.896	21.512
1178	11.348	12.313	13.279	14.344	15.522	16.828	18.279	19.895	21.512
1179	11.347	12.312	13.278	14.343	15.521	16.827	18.278	19.895	21.511
1180	11.346	12.311	13.277	14.342	15.520	16.826	18.277	19.893	21.510
1181	11.345	12.310	13.276	14.341	15.519	16.825	18.276	19.893	21.509
1182	11.344	12.309	13.275	14.340	15.518	16.824	18.276	19.892	21.509
1183	11.343	12.308	13.274	14.339	15.518	16.823	18.275	19.891	21.508
1184	11.342	12.307	13.273	14.338	15.517	16.823	18.274	19.891	21.507
1185	11.341	12.306	13.272	14.337	15.516	16.822	18.273	19.890	21.507
1186	11.340	12.306	13.271	14.337	15.515	16.821	18.272	19.889	21.506
1187	11.339	12.305	13.270	14.336	15.514	16.820	18.272	19.888	21.505
1188	11.338	12.303	13.269	14.335	15.513	16.819	18.271	19.888	21.505
1189	11.337	12.302	13.268	14.334	15.512	16.819	18.270	19.887	21.504
1190	11.336	12.302	13.267	14.333	15.512	16.818	18.269	19.886	21.503
1191	11.335	12.301	13.266	14.332	15.511	16.817	18.269	19.886	21.503
1192	11.334	12.300	13.265	14.331	15.510	16.816	18.268	19.885	21.502
1193	11.333	12.299	13.265	14.330	15.509	16.815	18.267	19.884	21.501
1194	11.332	12.298	13.264	14.329	15.508	16.815	18.266	19.884	21.501
1195	11.331	12.297	13.263	14.328	15.507	16.814	18.266	19.883	21.500
1196	11.330	12.296	13.262	14.328	15.506	16.813	18.265	19.883	21.500
1197	11.329	12.295	13.261	14.327	15.506	16.812	18.264	19.881	21.499
1198	11.328	12.294	13.260	14.326	15.505	16.811	18.263	19.881	21.498
1199	11.327	12.293	13.259	14.325	15.504	16.811	18.263	19.880	21.498
1200	11.326	12.292	13.258	14.324	15.503	16.810	18.262	19.879	21.497
1201	11.325	12.291	13.257	14.323	15.502	16.809	18.261	19.879	21.497
1202	11.324	12.290	13.256	14.322	15.501	16.808	18.260	19.878	21.496
1203	11.323	12.289	13.255	14.321	15.500	16.808	18.260	19.878	21.496
1204	11.323	12.289	13.255	14.321	15.500	16.807	18.259	19.877	21.495
1205	11.321	12.288	13.254	14.320	15.499	16.806	18.258	19.876	21.494
1206	11.320	12.287	13.253	14.319	15.498	16.805	18.258	19.876	21.494
1207	11.319	12.286	13.252	14.318	15.497	16.804	18.257	19.875	21.494
1208	11.319	12.285	13.251	14.317	15.496	16.803	18.256	19.874	21.493
1209	11.318	12.284	13.250	14.316	15.496	16.803	18.255	19.874	21.492
1210	11.317	12.283	13.249	14.315	15.495	16.802	18.255	19.873	21.492
1211	11.316	12.282	13.248	14.314	15.494	16.801	18.254	19.873	21.492
1212	11.315	12.281	13.247	14.314	15.493	16.800	18.253	19.872	21.491
1213	11.314	12.280	13.246	14.313	15.492	16.800	18.253	19.872	21.490
1214	11.313	12.279	13.245	14.312	15.491	16.799	18.252	19.871	21.490
1215	11.312	12.278	13.244	14.311	15.490	16.798	18.251	19.871	21.490
1216	11.311	12.278	13.244	14.310	15.490	16.797	18.251	19.870	21.489
1217	11.310	12.277	13.243	14.309	15.489	16.797	18.250	19.869	21.489
1218	11.309	12.276	13.242	14.308	15.488	16.796	18.249	19.869	21.488
1219	11.308	12.275	13.241	14.308	15.487	16.795	18.249	19.868	21.488
1220	11.308	12.274	13.240	14.307	15.486	16.794	18.248	19.867	21.487
1221	11.307	12.273	13.239	14.306	15.486	16.794	18.247	19.867	21.487
1222	11.305	12.272	13.238	14.305	15.485	16.793	18.247	19.867	21.486
1223	11.304	12.271	13.237	14.304	15.484	16.792	18.246	19.866	21.486
1224	11.304	12.270	13.237	14.303	15.483	16.791	18.245	19.865	21.485
1225	11.303	12.269	13.236	14.302	15.482	16.791	18.245	19.865	21.485
1226	11.302	12.268	13.235	14.302	15.482	16.790	18.244	19.864	21.485
1227	11.301	12.267	13.234	14.301	15.481	16.789	18.244	19.864	21.485
1228	11.300	12.267	13.233	14.300	15.480	16.788	18.243	19.863	21.483
1229	11.299	12.266	13.232	14.299	15.479	16.788	18.242	19.863	21.483
1230	11.298	12.265	13.231	14.298	15.478	16.787	18.242	19.862	21.483
1231	11.297	12.264	13.231	14.297	15.478	16.786	18.241	19.862	21.483
1232	11.297	12.263	13.230	14.297	15.477	16.786	18.240	19.861	21.482
1233	11.296	12.262	13.229	14.296	15.476	16.785	18.240	19.861	21.482
1234	11.295	12.261	13.228	14.295	15.475	16.784	18.239	19.860	21.482
1235	11.294	12.260	13.227	14.294	15.474	16.783	18.238	19.860	21.482
1236	11.293	12.259	13.226	14.293	15.474	16.783	18.238	19.860	21.481
1237	11.292	12.259	13.225	14.292	15.473	16.782	18.237	19.859	21.480
1238	11.291	12.258	13.225	14.292	15.472	16.781	18.237	19.858	21.480
1239	11.290	12.257	13.224	14.291	15.471	16.781	18.236	19.858	21.480
1240	11.289	12.256	13.223	14.290	15.471	16.780	18.235	19.858	21.480
1241	11.288	12.255	13.222	14.289	15.470	16.779	18.235	19.857	21.480
1242	11.288	12.255	13.221	14.288	15.469	16.778	18.234	19.857	21.479
1243	11.287	12.254	13.220	14.288	15.468	16.778	18.234	19.856	21.479
1244	11.286	12.253	13.219	14.287	15.468	16.777	18.233	19.856	21.479
1245	11.285	12.252	13.218	14.286	15.467	16.776	18.232	19.855	21.478
1246	11.284	12.251	13.218	14.285	15.466	16.776	18.232	19.855	21.478
1247	11.283	12.250	13.217	14.284	15.465	16.775	18.231	19.854	21.477
1248	11.283	12.249	13.216	14.283	15.464	16.774	18.231	19.854	21.477
1249	11.282	12.248	13.215	14.283	15.464	16.774	18.230	19.854	21.477
1250	11.281	12.247	13.214	14.282	15.463	16.773	18.230	19.853	21.477
1251	11.280	12.247	13.214	14.281	15.462	16.772	18.229	19.853	21.476
1252	11.279	12.246	13.213	14.280	15.461	16.772	18.228	19.852	21.476
1253	11.278	12.245	13.212	14.279	15.461	16.771	18.228	19.852	21.476
1254	11.277	12.244	13.211	14.279	15.460	16.770	18.227	19.852	21.476
1255	11.276	12.243	13.210	14.278	15.459	16.770	18.227	19.852	21.476
1256	11.276	12.243	13.210	14.277	15.458	16.769	18.226	19.851	21.475
1257	11.275	12.242	13.209	14.276	15.458	16.768	18.226	19.850	21.475
1258	11.274	12.241	13.208	14.275	15.457	16.768	18.225	19.850	21.475
1259	11.273	12.240	13.207	14.275	15.456	16.767	18.225	19.850	21.475
1260	11.272	12.239	13.206	14.274	15.455	16.766	18.224	19.850	21.475
1261	11.272	12.239	13.205	14.273	15.455	16.766	18.223	19.849	21.474
1262	11.271	12.238	13.205	14.272	15.454	16.765	18.223	19.848	21.474
1263	11.270	12.237	13.204	14.271	15.453	16.764	18.222	19.848	21.474
1264	11.269	12.236	13.203	14.271	15.452	16.764	18.222	19.848	21.474
1265	11.268	12.235	13.202	14.270	15.452	16.763	18.221	19.848	21.474
1266	11.267	12.234	13.201	14.269	15.451	16.762	18.221	19.848	21.474
1267	11.267	12.234	13.201	14.268	15.450	16.762	18.220	19.847	21.473
1268	11.266	12.233	13.200	14.267	15.450	16.761	18.220	19.846	21.473
1269	11.265	12.232	13.199	14.267	15.449	16.760	18.219	19.846	21.473
1270	11.264	12.231	13.198	14.266	15.448	16.760	18.219	19.846	21.473
1271	11.263	12.230	13.197	14.265	15.447	16.759	18.218	19.846	21.473
1272	11.262	12.229	13.196	14.264	15.447	16.759	18.218	19.846	21.473
1273	11.262	12.229	13.196	14.264	15.446	16.758	18.217	19.845	21.473
1274	11.261	12.228	13.195	14.263	15.445	16.757	18.217	19.845	21.473
1275	11.260	12.227	13.194	14.262	15.444	16.757	18.216	19.845	21.473
1276	11.259	12.226	13.193	14.261	15.444	16.756	18.216	19.844	21.473
1277	11.258	12.225	13.192	14.260	15.443	16.755	18.215	19.844	21.473
1278	11.257	12.224	13.191	14.260	15.442	16.755	18.215	19.844	21.473
1279	11.257	12.224	13.191	14.259	15.442	16.754	18.214	19.843	21.472
1280	11.256	12.223	13.190	14.258	15.441	16.753	18.214	19.843	21.472
1281	11.255	12.222	13.189	14.257	15.440	16.753	18.213	19.843	21.472
1282	11.254	12.221	13.188	14.257	15.440	16.752	18.213	19.843	21.472
1283	11.253	12.221	13.188	14.256	15.439	16.752	18.213	19.843	21.472
1284	11.253	12.220	13.187	14.255	15.438	16.751	18.212	19.842	21.472
1285	11.252	12.219	13.186	14.254	15.437	16.750	18.211	19.842	21.472
1286	11.251	12.218	13.185	14.254	15.437	16.750	18.211	19.841	21.472
1287	11.250	12.217	13.184	14.253	15.436	16.749	18.211	19.841	21.472
1288	11.250	12.217	13.184	14.252	15.435	16.749	18.210	19.841	21.472
1289	11.249	12.216	13.183	14.251	15.434	16.748	18.210	19.841	21.472
1290	11.248	12.215	13.182	14.251	15.434	16.747	18.209	19.841	21.472
1291	11.247	12.214	13.181	14.250	15.433	16.747	18.209	19.841	21.473
1292	11.247	12.214	13.181	14.249	15.432	16.746	18.208	19.840	21.472
1293	11.246	12.213	13.180	14.248	15.432	16.746	18.208	19.840	21.472
1294	11.245	12.212	13.179	14.248	15.431	16.745	18.208	19.840	21.472
1295	11.244	12.211	13.178	14.247	15.430	16.744	18.207	19.840	21.472
1296	11.243	12.210	13.177	14.246	15.430	16.744	18.207	19.840	21.472
1297	11.242	12.210	13.177	14.245	15.429	16.743	18.206	19.839	21.472
1298	11.242	12.209	13.176	14.245	15.428	16.743	18.206	19.839	21.473
1299	11.241	12.208	13.175	14.244	15.428	16.742	18.205	19.839	21.472
1300	11.240	12.208	13.175	14.243	15.427	16.742	18.205	19.839	21.472
1301	11.240	12.207	13.174	14.242	15.426	16.741	18.205	19.838	21.472
1302	11.239	12.206	13.173	14.242	15.426	16.740	18.204	19.838	21.472
1303	11.238	12.205	13.172	14.241	15.425	16.740	18.204	19.838	21.473
1304	11.237	12.204	13.171	14.240	15.424	16.739	18.204	19.838	21.473
1305	11.236	12.203	13.171	14.239	15.424	16.739	18.203	19.838	21.473
1306	11.236	12.203	13.170	14.239	15.423	16.738	18.203	19.838	21.473
1307	11.235	12.202	13.169	14.238	15.422	16.737	18.202	19.837	21.473
1308	11.234	12.201	13.168	14.237	15.422	16.737	18.202	19.837	21.473
1309	11.234	12.201	13.168	14.237	15.421	16.736	18.201	19.837	21.473
1310	11.233	12.200	13.167	14.236	15.420	16.736	18.201	19.837	21.473
1311	11.232	12.199	13.166	14.235	15.420	16.735	18.201	19.837	21.474
1312	11.231	12.198	13.165	14.234	15.419	16.735	18.200	19.837	21.474
1313	11.230	12.197	13.165	14.234	15.418	16.734	18.200	19.837	21.474
1314	11.230	12.197	13.164	14.233	15.418	16.734	18.200	19.837	21.474
1315	11.229	12.196	13.163	14.232	15.417	16.733	18.199	19.837	21.474
1316	11.228	12.195	13.162	14.231	15.416	16.732	18.199	19.836	21.474
1317	11.228	12.195	13.162	14.231	15.416	16.732	18.198	19.836	21.474
1318	11.227	12.194	13.161	14.230	15.415	16.731	18.198	19.836	21.474
1319	11.226	12.193	13.160	14.229	15.414	16.731	18.198	19.836	21.475
1320	11.225	12.192	13.159	14.229	15.414	16.730	18.197	19.836	21.475
1321	11.225	12.192	13.159	14.228	15.413	16.730	18.197	19.836	21.475
1322	11.224	12.191	13.158	14.227	15.412	16.729	18.197	19.836	21.475
1323	11.223	12.190	13.157	14.226	15.412	16.729	18.196	19.836	21.476
1324	11.222	12.189	13.156	14.226	15.411	16.728	18.196	19.836	21.476
1325	11.222	12.189	13.156	14.225	15.410	16.728	18.196	19.836	21.476
1326	11.221	12.188	13.155	14.224	15.410	16.727	18.195	19.835	21.476
1327	11.220	12.187	13.154	14.224	15.409	16.727	18.195	19.835	21.476
1328	11.220	12.187	13.154	14.223	15.408	16.726	18.194	19.835	21.476
1329	11.219	12.186	13.153	14.222	15.408	16.726	18.194	19.835	21.477
1330	11.218	12.185	13.152	14.222	15.407	16.725	18.194	19.835	21.477
1331	11.217	12.184	13.151	14.221	15.406	16.725	18.193	19.835	21.477
1332	11.217	12.184	13.151	14.220	15.406	16.724	18.193	19.835	21.477
1333	11.216	12.183	13.150	14.219	15.405	16.723	18.193	19.835	21.478
1334	11.215	12.182	13.149	14.219	15.405	16.723	18.193	19.835	21.478
1335	11.215	12.181	13.148	14.218	15.404	16.723	18.192	19.835	21.479
1336	11.214	12.181	13.148	14.217	15.403	16.722	18.192	19.835	21.479
1337	11.213	12.180	13.147	14.217	15.403	16.722	18.192	19.835	21.479
1338	11.213	12.180	13.146	14.216	15.402	16.721	18.191	19.835	21.479
1339	11.212	12.179	13.146	14.215	15.402	16.720	18.191	19.835	21.479
1340	11.211	12.178	13.145	14.215	15.401	16.720	18.191	19.835	21.479
1341	11.211	12.177	13.144	14.214	15.400	16.719	18.190	19.835	21.480
1342	11.210	12.177	13.143	14.213	15.400	16.719	18.190	19.835	21.480
1343	11.209	12.176	13.143	14.212	15.399	16.718	18.190	19.835	21.481
1344	11.208	12.175	13.142	14.212	15.398	16.718	18.189	19.835	21.481
1345	11.208	12.174	13.141	14.211	15.398	16.717	18.189	19.835	21.481
1346	11.207	12.174	13.141	14.210	15.397	16.717	18.189	19.835	21.482
1347	11.206	12.173	13.140	14.210	15.396	16.717	18.189	19.835	21.482
1348	11.205	12.172	13.139	14.209	15.396	16.716	18.188	19.835	21.482
1349	11.205	12.172	13.138	14.208	15.395	16.715	18.188	19.835	21.483
1350	11.204	12.171	13.138	14.208	15.395	16.715	18.188	19.836	21.483
1351	11.203	12.170	13.137	14.207	15.394	16.715	18.188	19.836	21.484
1352	11.203	12.169	13.136	14.206	15.393	16.714	18.187	19.836	21.484
1353	11.202	12.169	13.136	14.206	15.393	16.714	18.187	19.836	21.485
1354	11.202	12.168	13.135	14.205	15.392	16.713	18.187	19.835	21.484
1355	11.201	12.168	13.134	14.204	15.392	16.713	18.186	19.835	21.484
1356	11.200	12.167	13.134	14.204	15.391	16.712	18.186	19.835	21.485
1357	11.200	12.166	13.133	14.203	15.390	16.712	18.186	19.835	21.485
1358	11.199	12.166	13.132	14.202	15.390	16.711	18.185	19.836	21.486
1359	11.198	12.165	13.131	14.202	15.389	16.711	18.185	19.836	21.486
1360	11.198	12.164	13.131	14.201	15.388	16.710	18.185	19.836	21.487
1361	11.197	12.163	13.130	14.200	15.388	16.710	18.185	19.836	21.487
1362	11.196	12.163	13.129	14.199	15.387	16.709	18.185	19.836	21.487
1363	11.195	12.162	13.129	14.199	15.387	16.709	18.184	19.836	21.488
1364	11.195	12.161	13.128	14.198	15.386	16.708	18.184	19.836	21.488
1365	11.194	12.161	13.127	14.197	15.386	16.708	18.184	19.836	21.489
1366	11.193	12.160	13.127	14.197	15.385	16.707	18.184	19.836	21.489
1367	11.193	12.159	13.126	14.196	15.384	16.707	18.183	19.837	21.490
1368	11.192	12.159	13.125	14.195	15.384	16.706	18.183	19.837	21.490
1369	11.191	12.158	13.124	14.195	15.383	16.706	18.183	19.837	21.491
1370	11.191	12.157	13.124	14.194	15.382	16.706	18.183	19.837	21.491
1371	11.190	12.157	13.123	14.194	15.382	16.705	18.183	19.837	21.492
1372	11.189	12.156	13.122	14.193	15.381	16.705	18.182	19.837	21.492
1373	11.189	12.155	13.122	14.192	15.381	16.704	18.182	19.837	21.493
1374	11.188	12.155	13.121	14.191	15.380	16.704	18.182	19.838	21.493
1375	11.187	12.154	13.120	14.191	15.380	16.703	18.182	19.838	21.494
1376	11.187	12.153	13.120	14.190	15.379	16.703	18.182	19.838	21.494
1377	11.186	12.153	13.119	14.189	15.378	16.702	18.181	19.838	21.495
1378	11.185	12.152	13.118	14.189	15.378	16.702	18.181	19.838	21.495
1379	11.185	12.151	13.118	14.188	15.377	16.702	18.181	19.838	21.496
1380	11.184	12.151	13.117	14.188	15.377	16.701	18.181	19.839	21.496
1381	11.184	12.150	13.116	14.187	15.376	16.701	18.181	19.839	21.497
1382	11.183	12.149	13.116	14.186	15.376	16.700	18.180	19.839	21.497
1383	11.182	12.149	13.115	14.186	15.375	16.700	18.180	19.839	21.498
1384	11.182	12.148	13.114	14.185	15.374	16.699	18.180	19.839	21.499
1385	11.181	12.147	13.114	14.184	15.374	16.699	18.180	19.839	21.499
1386	11.180	12.147	13.113	14.184	15.373	16.699	18.180	19.840	21.500
1387	11.180	12.146	13.112	14.183	15.373	16.698	18.179	19.840	21.500
1388	11.179	12.145	13.112	14.182	15.372	16.698	18.179	19.840	21.501
1389	11.178	12.145	13.111	14.182	15.372	16.697	18.179	19.840	21.501
1390	11.178	12.144	13.110	14.181	15.371	16.697	18.179	19.840	21.502
