Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1391	11.177	12.143	13.110	14.180	15.370	16.696	18.179	19.841	21.502
1392	11.177	12.143	13.109	14.180	15.370	16.696	18.179	19.841	21.503
1393	11.176	12.142	13.108	14.179	15.369	16.696	18.178	19.841	21.504
1394	11.175	12.141	13.108	14.178	15.369	16.695	18.178	19.841	21.504
1395	11.175	12.141	13.107	14.178	15.368	16.695	18.178	19.841	21.505
1396	11.174	12.140	13.106	14.177	15.368	16.694	18.178	19.842	21.505
1397	11.173	12.140	13.106	14.176	15.367	16.694	18.178	19.842	21.506
1398	11.173	12.139	13.105	14.176	15.366	16.694	18.178	19.842	21.507
1399	11.172	12.138	13.104	14.175	15.366	16.693	18.177	19.842	21.507
1400	11.172	12.138	13.104	14.175	15.365	16.693	18.177	19.842	21.508
1401	11.171	12.137	13.103	14.174	15.365	16.692	18.177	19.843	21.509
1402	11.170	12.136	13.102	14.173	15.364	16.692	18.177	19.843	21.509
1403	11.170	12.136	13.102	14.173	15.364	16.692	18.177	19.843	21.510
1404	11.169	12.135	13.101	14.172	15.363	16.691	18.177	19.843	21.510
1405	11.169	12.134	13.100	14.171	15.362	16.691	18.176	19.844	21.511
1406	11.168	12.134	13.100	14.171	15.362	16.690	18.176	19.844	21.512
1407	11.167	12.133	13.099	14.170	15.361	16.690	18.176	19.844	21.512
1408	11.167	12.133	13.098	14.170	15.361	16.689	18.176	19.844	21.513
1409	11.166	12.132	13.098	14.169	15.360	16.689	18.176	19.845	21.514
1410	11.166	12.131	13.097	14.168	15.360	16.689	18.176	19.845	21.514
1411	11.165	12.131	13.096	14.168	15.359	16.688	18.175	19.845	21.515
1412	11.165	12.130	13.096	14.167	15.359	16.688	18.175	19.846	21.516
1413	11.164	12.130	13.095	14.166	15.358	16.687	18.175	19.846	21.516
1414	11.163	12.129	13.095	14.166	15.358	16.687	18.175	19.846	21.517
1415	11.163	12.128	13.094	14.165	15.357	16.687	18.175	19.846	21.518
1416	11.162	12.128	13.093	14.165	15.356	16.686	18.175	19.847	21.518
1417	11.162	12.127	13.093	14.164	15.356	16.686	18.175	19.847	21.519
1418	11.161	12.127	13.092	14.163	15.355	16.685	18.175	19.847	21.520
1419	11.160	12.126	13.091	14.163	15.355	16.685	18.174	19.847	21.520
1420	11.160	12.125	13.091	14.162	15.354	16.685	18.174	19.848	21.521
1421	11.159	12.125	13.090	14.162	15.354	16.684	18.174	19.848	21.522
1422	11.159	12.124	13.090	14.161	15.353	16.684	18.174	19.848	21.522
1423	11.158	12.124	13.089	14.160	15.353	16.684	18.174	19.849	21.523
1424	11.158	12.123	13.088	14.160	15.352	16.683	18.174	19.849	21.524
1425	11.157	12.122	13.087	14.159	15.352	16.683	18.174	19.850	21.526
1426	11.156	12.121	13.087	14.158	15.351	16.683	18.174	19.850	21.526
1427	11.156	12.121	13.086	14.158	15.350	16.682	18.174	19.850	21.527
1428	11.155	12.120	13.086	14.157	15.350	16.682	18.174	19.851	21.528
1429	11.154	12.120	13.085	14.156	15.349	16.681	18.174	19.851	21.528
1430	11.154	12.119	13.084	14.156	15.349	16.681	18.173	19.851	21.529
1431	11.153	12.119	13.084	14.155	15.348	16.681	18.173	19.852	21.530
1432	11.153	12.118	13.083	14.155	15.348	16.680	18.173	19.852	21.531
1433	11.152	12.117	13.082	14.154	15.347	16.680	18.173	19.852	21.531
1434	11.152	12.117	13.082	14.153	15.347	16.680	18.173	19.853	21.532
1435	11.151	12.116	13.081	14.153	15.346	16.679	18.173	19.853	21.533
1436	11.151	12.116	13.081	14.152	15.346	16.679	18.173	19.853	21.534
1437	11.150	12.115	13.080	14.152	15.345	16.678	18.173	19.854	21.534
1438	11.149	12.114	13.079	14.151	15.344	16.678	18.173	19.854	21.535
1439	11.149	12.114	13.079	14.150	15.344	16.678	18.173	19.854	21.536
1440	11.148	12.113	13.078	14.150	15.344	16.677	18.173	19.855	21.537
1441	11.148	12.113	13.078	14.149	15.343	16.677	18.172	19.855	21.537
1442	11.147	12.112	13.077	14.148	15.342	16.677	18.173	19.856	21.539
1443	11.146	12.111	13.076	14.148	15.342	16.676	18.173	19.856	21.540
1444	11.146	12.111	13.076	14.147	15.341	16.676	18.173	19.857	21.541
1445	11.145	12.110	13.075	14.147	15.341	16.676	18.172	19.857	21.541
1446	11.145	12.110	13.074	14.146	15.340	16.675	18.172	19.857	21.542
1447	11.144	12.109	13.074	14.145	15.340	16.675	18.172	19.858	21.543
1448	11.144	12.108	13.073	14.145	15.339	16.675	18.172	19.858	21.544
1449	11.143	12.108	13.073	14.144	15.339	16.674	18.172	19.858	21.545
1450	11.143	12.107	13.072	14.144	15.338	16.674	18.172	19.859	21.546
1451	11.142	12.107	13.071	14.143	15.338	16.673	18.172	19.859	21.546
1452	11.142	12.106	13.071	14.143	15.337	16.673	18.172	19.859	21.547
1453	11.141	12.106	13.070	14.142	15.337	16.673	18.172	19.860	21.548
1454	11.140	12.105	13.069	14.141	15.336	16.673	18.172	19.861	21.550
1455	11.140	12.104	13.069	14.141	15.336	16.672	18.172	19.861	21.551
1456	11.139	12.104	13.068	14.140	15.335	16.672	18.172	19.862	21.551
1457	11.139	12.103	13.067	14.139	15.335	16.671	18.172	19.862	21.552
1458	11.138	12.103	13.067	14.139	15.334	16.671	18.172	19.862	21.553
1459	11.138	12.102	13.066	14.138	15.334	16.671	18.172	19.863	21.554
1460	11.137	12.101	13.066	14.138	15.333	16.670	18.172	19.863	21.555
1461	11.137	12.101	13.065	14.137	15.333	16.670	18.172	19.864	21.556
1462	11.136	12.100	13.065	14.137	15.332	16.670	18.172	19.864	21.557
1463	11.136	12.100	13.064	14.136	15.332	16.669	18.172	19.864	21.557
1464	11.135	12.099	13.063	14.135	15.331	16.669	18.172	19.865	21.558
1465	11.134	12.098	13.063	14.135	15.331	16.669	18.172	19.866	21.560
1466	11.134	12.098	13.062	14.134	15.330	16.669	18.172	19.866	21.561
1467	11.133	12.097	13.061	14.134	15.330	16.668	18.172	19.867	21.562
1468	11.133	12.097	13.061	14.133	15.329	16.668	18.172	19.867	21.563
1469	11.132	12.096	13.060	14.132	15.328	16.667	18.172	19.868	21.563
1470	11.132	12.096	13.060	14.132	15.328	16.667	18.172	19.868	21.564
1471	11.131	12.095	13.059	14.131	15.328	16.667	18.171	19.868	21.565
1472	11.131	12.095	13.059	14.131	15.327	16.666	18.171	19.869	21.566
1473	11.130	12.094	13.058	14.130	15.326	16.666	18.171	19.869	21.567
1474	11.130	12.093	13.057	14.129	15.326	16.666	18.172	19.870	21.569
1475	11.129	12.093	13.057	14.129	15.326	16.666	18.172	19.871	21.570
1476	11.129	12.092	13.056	14.128	15.325	16.665	18.172	19.871	21.571
1477	11.128	12.092	13.055	14.128	15.324	16.665	18.172	19.872	21.572
1478	11.128	12.091	13.055	14.127	15.324	16.665	18.172	19.872	21.573
1479	11.127	12.091	13.054	14.127	15.324	16.664	18.172	19.872	21.573
1480	11.127	12.090	13.054	14.126	15.323	16.664	18.172	19.873	21.574
1481	11.126	12.090	13.053	14.125	15.322	16.664	18.171	19.873	21.575
1482	11.125	12.089	13.052	14.125	15.322	16.663	18.172	19.874	21.577
1483	11.125	12.088	13.052	14.124	15.322	16.663	18.172	19.875	21.578
1484	11.124	12.088	13.051	14.124	15.321	16.663	18.172	19.876	21.579
1485	11.124	12.087	13.051	14.123	15.321	16.663	18.172	19.876	21.580
1486	11.124	12.087	13.050	14.123	15.320	16.662	18.172	19.876	21.581
1487	11.123	12.086	13.050	14.122	15.320	16.662	18.172	19.877	21.582
1488	11.123	12.086	13.049	14.121	15.319	16.662	18.172	19.877	21.583
1489	11.122	12.085	13.048	14.121	15.319	16.661	18.172	19.878	21.584
1490	11.121	12.084	13.048	14.120	15.318	16.661	18.172	19.879	21.586
1491	11.121	12.084	13.047	14.120	15.318	16.661	18.172	19.879	21.587
1492	11.120	12.083	13.047	14.119	15.317	16.660	18.172	19.880	21.588
1493	11.120	12.083	13.046	14.118	15.317	16.660	18.172	19.880	21.589
1494	11.120	12.083	13.045	14.118	15.316	16.660	18.172	19.881	21.590
1495	11.119	12.082	13.045	14.117	15.316	16.659	18.172	19.881	21.591
1496	11.119	12.081	13.044	14.117	15.315	16.659	18.172	19.882	21.592
1497	11.118	12.081	13.044	14.116	15.315	16.659	18.172	19.883	21.594
1498	11.117	12.080	13.043	14.116	15.314	16.659	18.172	19.883	21.595
1499	11.117	12.080	13.042	14.115	15.314	16.658	18.172	19.884	21.596
1500	11.116	12.079	13.042	14.114	15.313	16.658	18.172	19.885	21.597
1501	11.116	12.079	13.041	14.114	15.313	16.658	18.172	19.885	21.598
1502	11.116	12.078	13.041	14.113	15.312	16.657	18.172	19.886	21.599
1503	11.115	12.078	13.040	14.113	15.312	16.657	18.172	19.886	21.600
1504	11.114	12.077	13.039	14.112	15.311	16.657	18.173	19.887	21.602
1505	11.114	12.076	13.039	14.112	15.311	16.657	18.173	19.888	21.603
1506	11.113	12.076	13.038	14.111	15.310	16.656	18.173	19.888	21.604
1507	11.113	12.075	13.038	14.110	15.310	16.656	18.173	19.889	21.605
1508	11.113	12.075	13.037	14.110	15.309	16.656	18.173	19.889	21.606
1509	11.112	12.075	13.037	14.109	15.309	16.656	18.173	19.890	21.607
1510	11.112	12.074	13.036	14.109	15.308	16.655	18.173	19.890	21.608
1511	11.111	12.073	13.035	14.108	15.308	16.655	18.173	19.892	21.610
1512	11.110	12.073	13.035	14.108	15.308	16.655	18.173	19.892	21.611
1513	11.110	12.072	13.034	14.107	15.307	16.654	18.173	19.893	21.612
1514	11.110	12.072	13.034	14.107	15.307	16.654	18.173	19.893	21.613
1515	11.109	12.071	13.033	14.106	15.306	16.654	18.173	19.894	21.614
1516	11.109	12.071	13.033	14.106	15.306	16.654	18.173	19.894	21.615
1517	11.108	12.070	13.032	14.105	15.305	16.653	18.174	19.895	21.617
1518	11.108	12.070	13.032	14.104	15.305	16.653	18.174	19.896	21.618
1519	11.107	12.069	13.031	14.104	15.304	16.653	18.174	19.897	21.619
1520	11.107	12.069	13.031	14.103	15.304	16.653	18.174	19.897	21.621
1521	11.106	12.068	13.030	14.103	15.303	16.652	18.174	19.898	21.622
1522	11.106	12.068	13.029	14.102	15.303	16.652	18.174	19.898	21.623
1523	11.105	12.067	13.029	14.101	15.302	16.652	18.174	19.900	21.625
1524	11.105	12.066	13.028	14.101	15.302	16.652	18.174	19.900	21.626
1525	11.104	12.066	13.028	14.100	15.302	16.651	18.174	19.901	21.627
1526	11.104	12.066	13.027	14.100	15.301	16.651	18.174	19.901	21.628
1527	11.104	12.065	13.027	14.099	15.300	16.651	18.174	19.902	21.629
1528	11.103	12.065	13.026	14.099	15.300	16.650	18.175	19.902	21.630
1529	11.102	12.064	13.025	14.098	15.300	16.650	18.175	19.904	21.632
1530	11.102	12.063	13.025	14.098	15.299	16.650	18.175	19.904	21.634
1531	11.102	12.063	13.024	14.097	15.299	16.650	18.175	19.905	21.635
1532	11.101	12.063	13.024	14.097	15.298	16.649	18.175	19.905	21.636
1533	11.101	12.062	13.023	14.096	15.298	16.649	18.175	19.906	21.637
1534	11.100	12.061	13.022	14.095	15.297	16.649	18.176	19.907	21.639
1535	11.100	12.061	13.022	14.095	15.297	16.649	18.176	19.908	21.640
1536	11.099	12.060	13.021	14.094	15.296	16.648	18.176	19.908	21.641
1537	11.099	12.060	13.021	14.094	15.296	16.648	18.176	19.909	21.642
1538	11.099	12.060	13.020	14.093	15.296	16.648	18.176	19.910	21.644
1539	11.098	12.059	13.020	14.093	15.295	16.648	18.176	19.910	21.645
1540	11.097	12.058	13.019	14.092	15.295	16.648	18.176	19.912	21.647
1541	11.097	12.058	13.019	14.092	15.294	16.647	18.176	19.912	21.648
1542	11.097	12.057	13.018	14.091	15.294	16.647	18.176	19.913	21.649
1543	11.096	12.057	13.018	14.091	15.293	16.647	18.176	19.913	21.650
1544	11.096	12.057	13.017	14.090	15.293	16.646	18.177	19.914	21.652
1545	11.095	12.056	13.016	14.089	15.292	16.646	18.177	19.915	21.654
1546	11.095	12.055	13.016	14.089	15.292	16.646	18.177	19.916	21.655
1547	11.094	12.055	13.015	14.088	15.291	16.646	18.177	19.917	21.656
1548	11.094	12.055	13.015	14.088	15.291	16.646	18.177	19.917	21.657
1549	11.094	12.054	13.014	14.087	15.290	16.645	18.177	19.918	21.658
1550	11.093	12.053	13.014	14.087	15.290	16.645	18.178	19.919	21.661
1551	11.093	12.053	13.013	14.086	15.290	16.645	18.178	19.920	21.662
1552	11.092	12.053	13.013	14.086	15.289	16.645	18.178	19.921	21.663
1553	11.092	12.052	13.012	14.085	15.289	16.644	18.178	19.921	21.664
1554	11.092	12.052	13.012	14.085	15.288	16.644	18.178	19.922	21.665
1555	11.091	12.051	13.011	14.084	15.288	16.644	18.179	19.923	21.668
1556	11.091	12.051	13.011	14.083	15.287	16.644	18.179	19.924	21.669
1557	11.090	12.050	13.010	14.083	15.287	16.644	18.179	19.924	21.670
1558	11.090	12.050	13.009	14.082	15.286	16.643	18.179	19.925	21.671
1559	11.089	12.049	13.009	14.082	15.286	16.643	18.179	19.926	21.673
1560	11.089	12.049	13.008	14.081	15.286	16.643	18.179	19.927	21.675
1561	11.088	12.048	13.008	14.081	15.285	16.643	18.179	19.928	21.676
1562	11.088	12.048	13.007	14.080	15.285	16.642	18.180	19.928	21.677
1563	11.088	12.047	13.007	14.080	15.284	16.642	18.180	19.929	21.679
1564	11.087	12.047	13.006	14.079	15.284	16.642	18.180	19.930	21.680
1565	11.087	12.046	13.006	14.079	15.284	16.642	18.180	19.931	21.682
1566	11.086	12.046	13.005	14.078	15.283	16.642	18.180	19.932	21.683
1567	11.086	12.045	13.005	14.078	15.283	16.641	18.180	19.932	21.685
1568	11.086	12.045	13.004	14.077	15.282	16.641	18.181	19.933	21.686
1569	11.085	12.044	13.003	14.077	15.282	16.641	18.181	19.934	21.688
1570	11.085	12.044	13.003	14.076	15.281	16.641	18.181	19.935	21.689
1571	11.084	12.043	13.003	14.076	15.281	16.640	18.181	19.936	21.691
1572	11.084	12.043	13.002	14.075	15.280	16.640	18.181	19.937	21.692
1573	11.084	12.043	13.002	14.075	15.280	16.640	18.181	19.937	21.693
1574	11.083	12.042	13.001	14.074	15.280	16.640	18.182	19.939	21.696
1575	11.083	12.042	13.000	14.074	15.279	16.640	18.182	19.940	21.697
1576	11.082	12.041	13.000	14.073	15.279	16.639	18.182	19.940	21.698
1577	11.082	12.041	12.999	14.073	15.278	16.639	18.182	19.941	21.699
1578	11.081	12.040	12.999	14.072	15.278	16.639	18.183	19.942	21.702
1579	11.081	12.040	12.998	14.071	15.278	16.639	18.183	19.943	21.703
1580	11.081	12.039	12.998	14.071	15.277	16.639	18.183	19.944	21.704
1581	11.080	12.039	12.997	14.070	15.277	16.638	18.183	19.944	21.706
1582	11.080	12.038	12.997	14.070	15.276	16.638	18.183	19.945	21.707
1583	11.079	12.038	12.996	14.069	15.276	16.638	18.184	19.947	21.709
1584	11.079	12.037	12.996	14.069	15.275	16.638	18.184	19.947	21.711
1585	11.079	12.037	12.995	14.068	15.275	16.638	18.184	19.948	21.712
1586	11.078	12.037	12.995	14.068	15.274	16.637	18.184	19.949	21.713
1587	11.078	12.036	12.994	14.067	15.274	16.637	18.185	19.950	21.716
1588	11.077	12.036	12.994	14.067	15.274	16.637	18.185	19.951	21.717
1589	11.077	12.035	12.993	14.066	15.273	16.637	18.185	19.952	21.718
1590	11.077	12.035	12.993	14.066	15.273	16.637	18.185	19.952	21.720
1591	11.076	12.034	12.992	14.065	15.272	16.637	18.186	19.954	21.722
1592	11.076	12.034	12.992	14.065	15.272	16.636	18.186	19.955	21.724
1593	11.075	12.033	12.991	14.064	15.272	16.636	18.186	19.955	21.725
1594	11.075	12.033	12.991	14.064	15.271	16.636	18.186	19.956	21.726
1595	11.075	12.033	12.990	14.063	15.271	16.636	18.186	19.957	21.728
1596	11.074	12.032	12.989	14.063	15.270	16.636	18.187	19.958	21.730
1597	11.074	12.031	12.989	14.062	15.270	16.635	18.187	19.959	21.731
1598	11.074	12.031	12.989	14.062	15.270	16.635	18.187	19.960	21.733
1599	11.073	12.031	12.988	14.061	15.269	16.635	18.187	19.961	21.734
1600	11.073	12.030	12.987	14.061	15.269	16.635	18.188	19.962	21.737
1601	11.072	12.030	12.987	14.060	15.268	16.635	18.188	19.963	21.738
1602	11.072	12.029	12.987	14.060	15.268	16.634	18.188	19.964	21.739
1603	11.072	12.029	12.986	14.059	15.268	16.634	18.188	19.965	21.741
1604	11.071	12.028	12.985	14.059	15.267	16.634	18.189	19.966	21.743
1605	11.071	12.028	12.985	14.058	15.267	16.634	18.189	19.967	21.745
1606	11.071	12.028	12.985	14.058	15.266	16.634	18.189	19.967	21.746
1607	11.070	12.027	12.984	14.057	15.266	16.634	18.189	19.968	21.747
1608	11.070	12.027	12.983	14.057	15.265	16.633	18.190	19.970	21.750
1609	11.069	12.026	12.983	14.056	15.265	16.633	18.190	19.971	21.751
1610	11.069	12.026	12.983	14.056	15.265	16.633	18.190	19.971	21.753
1611	11.069	12.025	12.982	14.055	15.264	16.633	18.190	19.972	21.754
1612	11.068	12.025	12.981	14.055	15.264	16.633	18.191	19.974	21.757
1613	11.068	12.024	12.981	14.054	15.263	16.633	18.191	19.975	21.758
1614	11.068	12.024	12.981	14.054	15.263	16.632	18.191	19.975	21.760
1615	11.067	12.024	12.980	14.053	15.263	16.632	18.191	19.976	21.761
1616	11.067	12.023	12.979	14.053	15.262	16.632	18.192	19.978	21.763
1617	11.066	12.023	12.979	14.052	15.262	16.632	18.192	19.978	21.765
1618	11.066	12.022	12.979	14.052	15.261	16.632	18.192	19.979	21.766
1619	11.066	12.022	12.978	14.051	15.261	16.632	18.192	19.980	21.768
1620	11.065	12.021	12.977	14.051	15.261	16.631	18.193	19.982	21.770
1621	11.065	12.021	12.977	14.050	15.260	16.631	18.193	19.982	21.772
1622	11.065	12.021	12.977	14.050	15.260	16.631	18.193	19.983	21.773
1623	11.064	12.020	12.976	14.049	15.259	16.631	18.194	19.985	21.776
1624	11.064	12.020	12.975	14.049	15.259	16.631	18.194	19.986	21.777
1625	11.064	12.019	12.975	14.048	15.259	16.631	18.194	19.987	21.779
1626	11.063	12.019	12.975	14.048	15.258	16.630	18.194	19.987	21.780
1627	11.063	12.018	12.974	14.047	15.258	16.631	18.195	19.989	21.783
1628	11.062	12.018	12.974	14.047	15.258	16.630	18.195	19.990	21.784
1629	11.062	12.018	12.973	14.046	15.257	16.630	18.195	19.991	21.786
1630	11.062	12.017	12.973	14.046	15.257	16.630	18.196	19.991	21.787
1631	11.061	12.017	12.972	14.045	15.256	16.630	18.196	19.993	21.790
1632	11.061	12.016	12.972	14.045	15.256	16.630	18.196	19.994	21.791
1633	11.061	12.016	12.971	14.044	15.256	16.629	18.197	19.995	21.793
1634	11.061	12.016	12.971	14.044	15.255	16.629	18.197	19.996	21.794
1635	11.060	12.015	12.970	14.043	15.255	16.629	18.197	19.997	21.797
1636	11.060	12.015	12.970	14.043	15.254	16.629	18.197	19.998	21.798
1637	11.059	12.014	12.969	14.042	15.254	16.629	18.198	19.999	21.800
1638	11.059	12.014	12.969	14.042	15.254	16.629	18.198	20.001	21.803
1639	11.059	12.013	12.968	14.041	15.253	16.629	18.199	20.001	21.804
1640	11.058	12.013	12.968	14.041	15.253	16.628	18.199	20.002	21.806
1641	11.058	12.013	12.967	14.040	15.252	16.628	18.199	20.003	21.807
1642	11.057	12.012	12.967	14.040	15.252	16.628	18.200	20.005	21.810
1643	11.057	12.012	12.966	14.039	15.252	16.628	18.200	20.006	21.811
1644	11.057	12.011	12.966	14.039	15.251	16.628	18.200	20.006	21.813
1645	11.056	12.011	12.965	14.038	15.251	16.628	18.201	20.008	21.815
1646	11.056	12.010	12.965	14.038	15.250	16.628	18.201	20.009	21.817
1647	11.056	12.010	12.964	14.038	15.250	16.627	18.201	20.010	21.819
1648	11.056	12.010	12.964	14.037	15.250	16.627	18.201	20.011	21.820
1649	11.055	12.009	12.963	14.037	15.249	16.627	18.202	20.012	21.823
1650	11.055	12.009	12.963	14.036	15.249	16.627	18.202	20.013	21.824
1651	11.055	12.009	12.963	14.036	15.249	16.627	18.202	20.014	21.826
1652	11.054	12.008	12.962	14.035	15.248	16.627	18.203	20.016	21.829
1653	11.054	12.008	12.961	14.035	15.248	16.627	18.203	20.017	21.830
1654	11.054	12.007	12.961	14.034	15.248	16.627	18.203	20.018	21.832
1655	11.053	12.007	12.961	14.034	15.247	16.626	18.204	20.019	21.833
1656	11.053	12.006	12.960	14.033	15.247	16.626	18.204	20.020	21.836
1657	11.053	12.006	12.960	14.033	15.246	16.626	18.204	20.021	21.838
1658	11.052	12.006	12.959	14.032	15.246	16.626	18.205	20.022	21.839
1659	11.052	12.005	12.959	14.032	15.246	16.626	18.205	20.024	21.842
1660	11.052	12.005	12.958	14.031	15.245	16.626	18.205	20.024	21.843
1661	11.051	12.005	12.958	14.031	15.245	16.626	18.206	20.025	21.845
1662	11.051	12.004	12.957	14.030	15.244	16.626	18.206	20.026	21.847
1663	11.051	12.004	12.957	14.030	15.244	16.626	18.207	20.028	21.849
1664	11.050	12.003	12.956	14.029	15.244	16.625	18.207	20.029	21.851
1665	11.050	12.003	12.956	14.029	15.243	16.625	18.207	20.030	21.853
1666	11.050	12.002	12.955	14.028	15.243	16.625	18.208	20.032	21.855
1667	11.049	12.002	12.955	14.028	15.243	16.625	18.208	20.032	21.857
1668	11.049	12.002	12.955	14.028	15.242	16.625	18.208	20.033	21.859
1669	11.049	12.001	12.954	14.027	15.242	16.625	18.209	20.035	21.861
1670	11.048	12.001	12.954	14.027	15.242	16.625	18.209	20.036	21.863
1671	11.048	12.001	12.953	14.026	15.241	16.624	18.209	20.037	21.865
1672	11.048	12.000	12.953	14.026	15.241	16.624	18.210	20.038	21.866
1673	11.047	12.000	12.952	14.025	15.240	16.624	18.210	20.040	21.869
1674	11.047	11.999	12.952	14.025	15.240	16.624	18.210	20.040	21.871
1675	11.047	11.999	12.951	14.024	15.240	16.624	18.211	20.042	21.872
1676	11.046	11.999	12.951	14.024	15.239	16.624	18.211	20.043	21.875
1677	11.046	11.998	12.950	14.023	15.239	16.624	18.212	20.044	21.877
1678	11.046	11.998	12.950	14.023	15.239	16.624	18.212	20.045	21.879
1679	11.045	11.997	12.949	14.022	15.238	16.624	18.212	20.047	21.881
1680	11.045	11.997	12.949	14.022	15.238	16.624	18.213	20.048	21.883
1681	11.045	11.997	12.949	14.022	15.238	16.623	18.213	20.049	21.884
1682	11.045	11.996	12.948	14.021	15.237	16.623	18.213	20.050	21.886
1683	11.044	11.996	12.948	14.021	15.237	16.623	18.214	20.051	21.889
1684	11.044	11.996	12.947	14.020	15.236	16.623	18.214	20.052	21.891
1685	11.044	11.995	12.947	14.020	15.236	16.623	18.214	20.053	21.892
1686	11.043	11.995	12.946	14.019	15.236	16.623	18.215	20.055	21.895
1687	11.043	11.994	12.946	14.019	15.235	16.623	18.215	20.056	21.897
1688	11.043	11.994	12.945	14.018	15.235	16.623	18.216	20.057	21.899
1689	11.042	11.994	12.945	14.018	15.235	16.623	18.216	20.059	21.901
1690	11.042	11.993	12.944	14.017	15.234	16.622	18.216	20.060	21.903
1691	11.042	11.993	12.944	14.017	15.234	16.622	18.217	20.061	21.905
1692	11.041	11.992	12.943	14.016	15.234	16.622	18.217	20.062	21.908
1693	11.041	11.992	12.943	14.016	15.233	16.622	18.218	20.064	21.909
1694	11.041	11.992	12.943	14.016	15.233	16.622	18.218	20.064	21.911
1695	11.041	11.991	12.942	14.015	15.232	16.622	18.219	20.066	21.914
1696	11.040	11.991	12.942	14.015	15.232	16.622	18.219	20.067	21.916
1697	11.040	11.991	12.941	14.014	15.232	16.622	18.219	20.068	21.917
1698	11.040	11.990	12.941	14.014	15.231	16.622	18.220	20.069	21.919
1699	11.039	11.990	12.940	14.013	15.231	16.622	18.220	20.071	21.922
1700	11.039	11.990	12.940	14.013	15.231	16.622	18.220	20.072	21.924
1701	11.039	11.989	12.940	14.012	15.230	16.621	18.221	20.073	21.926
1702	11.039	11.989	12.939	14.012	15.230	16.621	18.221	20.075	21.928
1703	11.038	11.989	12.939	14.012	15.230	16.621	18.222	20.076	21.930
1704	11.038	11.988	12.938	14.011	15.229	16.621	18.222	20.077	21.932
1705	11.038	11.988	12.938	14.011	15.229	16.621	18.223	20.079	21.935
1706	11.038	11.987	12.937	14.010	15.229	16.621	18.223	20.080	21.937
1707	11.037	11.987	12.937	14.010	15.228	16.621	18.223	20.081	21.938
1708	11.037	11.987	12.936	14.009	15.228	16.621	18.224	20.082	21.941
1709	11.037	11.986	12.936	14.009	15.228	16.621	18.224	20.084	21.943
1710	11.036	11.986	12.936	14.008	15.227	16.621	18.225	20.085	21.945
1711	11.036	11.985	12.935	14.008	15.227	16.621	18.225	20.086	21.948
1712	11.036	11.985	12.935	14.007	15.226	16.621	18.225	20.087	21.949
1713	11.036	11.985	12.934	14.007	15.226	16.620	18.226	20.089	21.951
1714	11.035	11.984	12.934	14.006	15.226	16.620	18.226	20.090	21.954
1715	11.035	11.984	12.933	14.006	15.226	16.620	18.227	20.091	21.956
1716	11.035	11.984	12.933	14.006	15.225	16.620	18.227	20.092	21.958
1717	11.034	11.983	12.932	14.005	15.225	16.620	18.228	20.094	21.961
1718	11.034	11.983	12.932	14.005	15.224	16.620	18.228	20.095	21.962
1719	11.034	11.983	12.932	14.004	15.224	16.620	18.228	20.096	21.964
1720	11.033	11.982	12.931	14.004	15.224	16.620	18.229	20.098	21.967
1721	11.033	11.982	12.931	14.003	15.224	16.620	18.230	20.099	21.969
1722	11.033	11.982	12.930	14.003	15.223	16.620	18.230	20.100	21.971
1723	11.033	11.981	12.930	14.003	15.223	16.620	18.231	20.102	21.974
1724	11.032	11.981	12.929	14.002	15.222	16.620	18.231	20.103	21.976
1725	11.032	11.981	12.929	14.002	15.222	16.620	18.231	20.104	21.978
1726	11.032	11.980	12.928	14.001	15.222	16.620	18.232	20.106	21.980
1727	11.032	11.980	12.928	14.001	15.221	16.619	18.232	20.107	21.982
1728	11.032	11.980	12.928	14.000	15.221	16.619	18.232	20.108	21.984
1729	11.031	11.979	12.927	14.000	15.221	16.619	18.233	20.110	21.987
1730	11.031	11.979	12.927	13.999	15.220	16.619	18.233	20.111	21.989
1731	11.031	11.979	12.926	13.999	15.220	16.619	18.234	20.112	21.991
1732	11.030	11.978	12.926	13.999	15.220	16.619	18.235	20.114	21.994
1733	11.030	11.978	12.926	13.998	15.219	16.619	18.235	20.115	21.996
1734	11.030	11.978	12.925	13.998	15.219	16.619	18.235	20.116	21.998
1735	11.029	11.977	12.925	13.997	15.219	16.619	18.236	20.118	22.001
1736	11.029	11.977	12.924	13.997	15.218	16.619	18.236	20.119	22.002
1737	11.029	11.977	12.924	13.996	15.218	16.619	18.237	20.121	22.005
1738	11.029	11.976	12.923	13.996	15.218	16.619	18.237	20.122	22.007
1739	11.029	11.976	12.923	13.996	15.218	16.619	18.238	20.124	22.009
1740	11.028	11.976	12.923	13.995	15.217	16.619	18.238	20.125	22.011
1741	11.028	11.975	12.922	13.995	15.217	16.619	18.239	20.127	22.014
1742	11.028	11.975	12.922	13.994	15.216	16.619	18.239	20.128	22.016
1743	11.028	11.975	12.921	13.994	15.216	16.619	18.239	20.129	22.018
1744	11.027	11.974	12.921	13.993	15.216	16.618	18.240	20.131	22.021
1745	11.027	11.974	12.921	13.993	15.216	16.618	18.240	20.132	22.023
1746	11.027	11.974	12.920	13.993	15.215	16.618	18.241	20.133	22.025
1747	11.027	11.973	12.920	13.992	15.215	16.618	18.242	20.135	22.028
